Accession	length	HVR_length	ncbi_taxid	ncbi_phylum	Domain	Phylum	Class	Order	Family	Genus	Species	genome_size
PRZ47799.1	283	43	483013	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Epibacterium	s__Epibacterium scottomollicae	4677362
PKL18061.1	283	43	2013837	Spirochaetes	d__Bacteria	p__Spirochaetota	c__UBA4802	o__UBA4802	f__UBA5550	g__WRGT01	s__WRGT01 sp002839285	4711551
WP_081757242.1	576	336	1399	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Cytobacillus	s__Cytobacillus firmus	4803910
KLU65879.1	276	36	476652	Firmicutes	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__Desulfosporosinus acididurans	4637866
WP_110208243.1	374	134	1046556	Actinobacteria	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides daejeonensis	4402093
WP_019541878.1	437	197	416586	Firmicutes	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_C	s__Selenomonas_C sp002351185	2186128
OOB79529.1	456	216	1884656	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__Epulopiscium_C	s__Epulopiscium_C sp001994995	2707236
KRN06889.1	346	106	1423806	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Liquorilactobacillus	s__Liquorilactobacillus sucicola	2459509
CCZ90145.1	334	94	1262777	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F sp000433735	2167364
WP_052211964.1	592	352	82374	Firmicutes	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Anaerovibrio	s__Anaerovibrio lipolyticus	2828534
WP_043810625.1	299	59	28068	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__Rubrivivax gelatinosus	5075359
ASR89037.1	442	202	511	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Alcaligenes	s__Alcaligenes faecalis	4359308
WP_026488696.1	274	34	1280682	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp900102515	3912001
WP_068082069.1	302	62	1807766	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pseudovibrio	s__Pseudovibrio stylochi	3682052
WP_026509869.1	505	265	1280680	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000424385	4588273
WP_102715459.1	410	170	474957	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_C	s__Paenibacillus_C castaneae	6305522
WP_089859238.1	453	213	29563	Firmicutes	d__Bacteria	p__Firmicutes_F	c__Halanaerobiia	o__Halanaerobiales	f__Halanaerobiaceae	g__Halanaerobium	s__Halanaerobium salsuginis	2991186
WP_058485751.1	285	45	1473580	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Defluviitaleaceae	g__Defluviitalea	s__Defluviitalea phaphyphila	2539811
OED37938.1	268	28	1868282	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Granulosicoccales	f__Granulosicoccaceae	g__GCA-1730015	s__GCA-1730015 sp001730015	7440559
WP_077037164.1	288	48	1855730	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__KK5	s__KK5 sp001984095	6875501
KUO58664.1	549	309	1734398	Firmicutes	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Syntrophobotulaceae	g__Gracilibacter	s__Gracilibacter sp001516055	4105436
PHR20092.1	319	79	1940281	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Hoeflea	s__Hoeflea sp002733955	4861307
WP_026505821.1	272	32	1280685	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000424545	3871453
RFC42833.1	268	28	2026799	Verrucomicrobia	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Palsa-1439	f__Palsa-1439	g__Palsa-1439	s__Palsa-1439 sp003164675	3601913
EXF47095.1	406	166	1439940	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_A	s__Pseudomonas_A stutzeri_AF	4865289
PPR62449.1	268	28	2013073	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__UBA2165	g__GCA-002721295	s__GCA-002721295 sp002937995	2578905
WP_092519037.1	325	85	53341	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Xenorhabdus	s__Xenorhabdus japonica	3561198
WP_022852180.1	798	558	1304888	Deferribacteres	d__Bacteria	p__Deferribacterota	c__Deferribacteres	o__Deferribacterales	f__Denitrovibrionaceae	g__ATWF01	s__ATWF01 sp000421105	2971658
WP_096826211.1	284	44	300	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E mendocina	5192837
PKL46713.1	744	504	2013830	Candidatus Riflebacteria	d__Bacteria	p__Riflebacteria	c__Ozemobacteria	o__Ozemobacterales	f__Ozemobacteraceae	g__Rifleibacterium	s__Rifleibacterium sp002839435	5226436
PRY64254.1	297	57	1176243	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas songnenensis	3686518
PCI23519.1	500	260	2024889	Proteobacteria	d__Bacteria	p__SAR324	c__SAR324	o__SAR324	f__NAC60-12	g__Arctic96AD-7	s__Arctic96AD-7 sp002082305	2347901
WP_068314595.1	396	156	1647556	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pseudovibrio	s__Pseudovibrio hongkongensis	3746600
PIU46265.1	269	29	1974588	Candidatus Hydrogenedentes	d__Bacteria	p__UBA8481	c__UBA8481	o__UBA8481	f__UBA8481	g__UBA8481	s__UBA8481 sp002780065	2388717
WP_103893901.1	399	159	96773	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Thauera	s__Thauera chlorobenzoica	3772491
CDC20721.1	278	38	1262794	Firmicutes	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-306	s__CAG-306 sp000980375	2195284
WP_047795061.1	370	130	1647415	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium	s__Exiguobacterium profundum_A	2899975
SCH30535.1	580	340	59620	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Clostridioides	s__Clostridioides difficile_A	3970979
ADB17042.1	704	464	530564	Planctomycetes	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pirellula	s__Pirellula staleyi	6196199
KGX86801.1	532	292	1385511	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Pontibacillus	s__Pontibacillus marinus	4222198
ORU00585.1	442	202	1240085	Firmicutes	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Anaerovibrio	s__Anaerovibrio sp002100115	2685175
PPR16312.1	413	173	1977087	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__Thiolinea	s__Thiolinea sp002747435	2534106
WP_026772258.1	344	104	482461	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Sediminibacillus	s__Sediminibacillus halophilus	4149758
WP_105497604.1	495	255	2043164	Acidobacteria	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Sulfopaludibacter	s__Sulfopaludibacter sp900290315	8517636
WP_049177314.1	286	46	1491	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_H	s__Clostridium_H botulinum_B	3005167
PCJ57273.1	508	268	2026780	Planctomycetes	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__GCA-2720975	s__GCA-2720975 sp002720975	3580267
ACI42866.1	261	21	555	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pectobacterium	s__Pectobacterium carotovorum	4872902
WP_110458423.1	266	26	614070	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Shewanellaceae	g__Shewanella	s__Shewanella algidipiscicola	4203325
WP_018898297.1	594	354	1246459	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium sp000377565	6550409
WP_086932527.1	586	346	1737490	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Cellvibrionaceae	g__Agarilytica	s__Agarilytica rhodophyticola	7113812
OLA65180.1	435	195	360807	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans	3827087
SIS70356.1	366	126	908941	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Salimicrobium	s__Salimicrobium album	2584100
WP_058486069.1	291	51	1473580	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Defluviitaleaceae	g__Defluviitalea	s__Defluviitalea phaphyphila	2539811
ODT62842.1	275	35	1660128	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium sp001724985	2685392
PFG32223.1	286	46	372484	Actinobacteria	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Sanguibacter	s__Sanguibacter antarcticus	3521501
WP_013800354.1	300	60	742013	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas acidovorans	6685842
OME79545.1	623	383	1920420	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_C	s__Paenibacillus_C sp001956295	7846829
WP_074199222.1	749	509	49896	Synergistetes	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Acetomicrobiaceae	g__Acetomicrobium	s__Acetomicrobium flavidum	1944731
PKM74523.1	490	250	2013777	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UBA2658	s__UBA2658 sp002841545	2793345
RHD90091.1	502	262	39491	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter faecis	2527670
WP_088041556.1	277	37	1978338	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Gottfriedia	s__Gottfriedia sp002156875	4330675
OYT99806.1	398	158	2015563	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhizobacter	s__Rhizobacter sp002255905	3254567
APU30960.1	395	155	741155	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E alcaliphila_B	5340293
RDE51832.1	481	241	327160	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Accumulibacter	s__Accumulibacter phosphatis_A	3625256
WP_026489418.1	283	43	1280682	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp900102515	3912001
WP_002939409.1	494	254	305700	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Thauera	s__Thauera sp000310145	4703261
WP_066483810.1	275	35	673548	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas terrae	4716713
WP_040063304.1	283	43	226910	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E batumici	6606796
ARC55692.1	282	42	1446794	Actinobacteria	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Frondihabitans	s__Frondihabitans sp002074055	3409251
BAA77307.1	483	243	303	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E hunanensis	5997141
RHW31858.1	290	50	372463	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Oceanobacillus	s__Oceanobacillus profundus	4778684
WP_088076522.1	296	56	304268	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_L	g__Litchfieldia	s__Litchfieldia alkalitelluris	5427045
KRG78915.1	401	161	336566	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas ginsengisoli	3374112
WP_086248900.1	523	283	1895634	Proteobacteria	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__Campylobacter sp002139875	1502748
PJM69150.1	568	328	72557	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Achromobacter	s__Achromobacter ruhlandii	6366684
WP_069998875.1	284	44	1892843	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__FMMP01	s__FMMP01 sp900095725	4498861
WP_038135931.1	271	31	90813	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiomicrospirales	f__Thiomicrospiraceae	g__Hydrogenovibrio	s__Hydrogenovibrio sp000744875	2344434
WP_063440586.1	437	197	1455	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__Pseudobacillus	s__Pseudobacillus badius	4059762
OUR60566.1	271	31	1856279	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Colwellia	s__Colwellia sp002162675	4011205
WP_026258858.1	280	40	392736	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Uliginosibacterium_A	s__Uliginosibacterium_A gangwonense_A	2454221
WP_113716432.1	391	151	2211210	Actinobacteria	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter_A	s__Arthrobacter_A dokdonellae	4530754
WP_029895401.1	299	59	1307759	Proteobacteria	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfohalovibrio	s__Desulfohalovibrio reitneri	3390909
WP_019915064.1	580	340	1034769	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp000374185	6836219
WP_025409266.1	540	300	861299	Gemmatimonadetes	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatirosa	s__Gemmatirosa kalamazoonesis	7479215
PPD33321.1	277	37	418	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylomonas	s__Methylomonas sp002928965	4032484
WP_086932528.1	588	348	1737490	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Cellvibrionaceae	g__Agarilytica	s__Agarilytica rhodophyticola	7113812
SBW01373.1	296	56	91750	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__HIMB59	f__HIMB59	g__HIMB59	s__HIMB59 sp902521155	1112981
OIQ25158.1	281	41	1860092	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Epibacterium	s__Epibacterium sp001874255	4076435
PAE25842.1	393	153	2021695	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Cytobacillus	s__Cytobacillus sp002272225	4368393
SEA64882.1	633	393	1520801	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pseudobutyrivibrio	s__Pseudobutyrivibrio sp900107545	3660320
OGI01471.1	282	42	1801606	Candidatus Melainabacteria	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Gastranaerophilales	f__UBA9579	g__GWF2-37-15	s__GWF2-37-15 sp001784565	2265812
SFM31784.1	399	159	195064	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Ectothiorhodospiraceae	g__Ectothiorhodospira	s__Ectothiorhodospira mobilis	2624954
WP_061341292.1	451	211	74829	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_A	s__Pseudomonas_A balearica	4293681
OYU14933.1	729	489	2015572	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Polymorphobacter	s__Polymorphobacter sp002256005	2997121
WP_114818448.1	283	43	13160	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas bullata	3407715
WP_073581258.1	377	137	1117707	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio quintilis	5712823
WP_079524726.1	596	356	412383	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Solibacillus	s__Solibacillus isronensis_A	4103463
SFF58004.1	849	609	1166078	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aureimonas	s__Aureimonas phyllosphaerae	4702309
PYX45474.1	367	127	1978231	Acidobacteria	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA823	g__UBA11600	s__UBA11600 sp002714165	2043271
WP_028492254.1	424	184	1266909	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalivibrionaceae	g__Thioalkalivibrio	s__Thioalkalivibrio halophilus	3118282
WP_056409662.1	283	43	1735691	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas aerolata	4271556
PCJ42400.1	277	37	1913988	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__Rhizomicrobium	s__Rhizomicrobium sp003158585	3126225
WP_099313780.1	431	191	29363	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium paraputrificum	3488595
WP_022852142.1	811	571	1304888	Deferribacteres	d__Bacteria	p__Deferribacterota	c__Deferribacteres	o__Deferribacterales	f__Denitrovibrionaceae	g__ATWF01	s__ATWF01 sp000421105	2971658
PYS39313.1	268	28	1978231	Acidobacteria	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA823	g__UBA11600	s__UBA11600 sp002714165	2043271
WP_114241644.1	460	220	2202154	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Dyella	s__Dyella sp003332825	4468984
WP_034943434.1	293	53	796334	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Erwinia	s__Erwinia oleae	4744408
ABC77245.1	373	133	56780	Proteobacteria	d__Bacteria	p__Desulfobacterota	c__Syntrophia	o__Syntrophales	f__Syntrophaceae	g__Syntrophus	s__Syntrophus aciditrophicus	3179300
WP_019153839.1	270	30	1287657	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Robertmurraya	s__Robertmurraya massiliosenegalensis	4967913
KQW42584.1	376	136	1736439	Actinobacteria	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides sp001425175	5490246
WP_109259903.1	278	38	2162714	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Maricaulaceae	g__Hyphobacterium	s__Hyphobacterium indicum	2791502
WP_107341446.1	285	45	648995	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium pusense	4978411
SFK79987.1	543	303	54910	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	s__Brevibacillus centrosporus	5918584
OPX35584.1	276	36	1956175	NA	d__Bacteria	p__Calditrichota	c__Calditrichia	o__RBG-13-44-9	f__RBG-13-44-9	g__4484-188	s__4484-188 sp002049825	1736815
SSW86889.1	445	205	573	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae	5941188
WP_017878940.1	266	26	1075768	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Janthinobacterium	s__Janthinobacterium sp000344615	6265216
WP_026505120.1	372	132	1280685	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000424545	3871453
OOB79530.1	469	229	1884656	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__Epulopiscium_C	s__Epulopiscium_C sp001994995	2707236
WP_025563173.1	557	317	1365007	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Psychromonadaceae	g__Psychromonas	s__Psychromonas sp000470315	4801754
WP_088140088.1	404	164	85698	Proteobacteria	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Achromobacter	s__Achromobacter ruhlandii	5876049
